user_id,birthyear,weight,height,country,platform
a6c8126f-8f55-46b5-9d4a-913fef7c98c0,1996.0,39.0,145.0,United States,iOS
2f4d0e42-45d1-42a8-b281-41620d4a568f,1995.0,72.0,163.0,United States,iOS
9f2ae303-9187-4774-a598-851ca19c1660,1984.0,71.0,186.0,Italy,iOS
1af4bd08-50eb-40fe-8f5d-ed64487c1a72,1991.0,71.0,177.0,France,iOS
d7fe6708-f4fa-403c-a876-fb58c1d8ecbc,1977.0,70.0,160.0,Brazil,iOS
60e54fdf-7efe-4699-8b76-2cba75c5dd66,1984.0,,,Hungary,iOS
ef80c136-e32e-40d7-b09f-7a82fee645bf,1993.0,51.0,157.0,United States,Android
ead97222-8962-4773-ad83-c5e2c1384dd6,,,,United States,iOS
29924471-4d00-413d-b09e-73990aba1b70,2002.0,62.0,166.0,Austria,Android
4c691ca3-6a98-4b26-a790-4d67949ae969,2002.0,,,United Kingdom,iOS
4c3c1861-07e8-47ad-b6c5-367772afa7ef,2002.0,62.0,160.0,Costa Rica,iOS
5ef731de-c2de-4b00-8376-c87eda01c818,1968.0,75.0,163.0,United States,iOS
840bcc67-8874-4230-806b-feb9c5ba453a,1996.0,,,Malaysia,iOS
63dae2f3-9058-45f5-9b55-3fe0a8a4329e,,,,United Kingdom,iOS
b8fa6922-3847-41ac-84d7-ad8e819cab66,1999.0,67.0,177.0,Germany,iOS
6a83e159-2611-4fec-9bf1-d46d9cb63aee,1972.0,67.0,171.0,Germany,iOS
9b262770-8b4c-42f1-b5d4-6e4d2d97d186,1994.0,42.0,142.0,Mexico,iOS
83473319-0257-4985-b121-1c90ebc4c831,1999.0,57.0,163.0,Italy,iOS
4d6ddd52-2f6f-4b72-8204-33571ead1a65,1995.0,,,Brazil,iOS
f4256cd2-f483-41bd-a4a1-4d4c8f0f3ef3,2002.0,,,Spain,iOS
2c452385-3e90-43fa-85d2-df8e0b2931a5,1982.0,72.0,165.0,Brazil,Android
9f893167-67c6-40f2-89fe-b2f8c23b116e,2004.0,58.0,167.0,United States,Android
cceb0fce-5cbf-4dd2-8bfe-7dd58a40e40a,,,,Germany,Android
d3570856-c707-4856-89fc-afb77f4ee28d,1999.0,65.0,167.0,United States,Android
86f9cb6f-cb93-4413-8d91-6b36a1877035,1998.0,48.0,168.0,United States,Android
928cf69e-7603-4a5c-9f7c-183657c12602,2004.0,60.0,179.0,Australia,iOS
290e966d-e089-4296-9987-5e555983cbee,1996.0,48.0,159.0,Switzerland,Android
19ac38c7-b9a3-4fe9-b21b-23ca6e924b72,1998.0,,,Dominican Republic,Android
b4512792-f19f-4a13-83a0-9ddde56fc4dd,1996.0,53.0,163.0,Mexico,iOS
9e41e32c-5add-4e43-ae72-af986efead8b,2003.0,58.0,161.0,Mexico,iOS
a7c86057-e245-4f40-aa54-f10b499fefee,1976.0,,171.0,Australia,iOS
14ed1ffa-a66e-4555-86b1-faf2fe98d6b5,1997.0,45.0,160.0,United States,iOS
c31beb34-6026-4464-9cce-1e471b4550cf,,,,Denmark,iOS
12a56e19-c123-461f-9d89-1679bc7008de,,,,United States,iOS
f981c8e6-0ee2-4c28-804c-5b07114e3703,1984.0,,,Canada,Android
a8bd3356-e266-4b58-a2ec-5e0d8642ef45,,,,Mexico,Android
b3fc69e7-195d-4bb5-a218-211fcc578c58,1999.0,48.0,166.0,United States,Android
ff550f22-bd8b-4a55-a7ec-fb224bd61778,1990.0,,,Colombia,iOS
60d4e228-9c12-4dba-bdaf-c46833f87900,1997.0,108.0,165.0,United States,iOS
ff8fb5f0-1416-45bf-8639-e48f98376173,1997.0,72.0,154.0,Philippines,Android
880d5310-890f-4d1f-8367-7f43d7e05fea,1998.0,41.0,170.0,Sweden,Android
11c3bf44-3b5c-41bd-9f3c-90947c42cafd,1996.0,64.0,171.0,Switzerland,iOS
4eafe841-9e8d-4775-81b8-702348e26422,1997.0,,,United Kingdom,iOS
71d998c3-6bf4-42cc-9b73-3df8f8a4a38d,1977.0,115.0,158.0,United Kingdom,iOS
3bc372ac-d66d-4a8d-b0ad-27cf54f3d0e8,1992.0,64.0,156.0,Saudi Arabia,iOS
655cad9b-66f4-43f5-b465-9eed84e8ff20,1990.0,58.0,179.0,Sweden,iOS
d2abc698-16c7-4b63-9b69-1ea58de28328,,67.0,159.0,Ireland,iOS
43d11a55-1f0a-4ebd-9388-923baf490ab7,1995.0,49.0,159.0,China,Android
1518d61d-e3a4-4a45-a1f6-1775dfbc5259,1998.0,61.0,171.0,United States,iOS
307ecd2b-7daa-496c-82e5-91b662036664,1989.0,55.0,146.0,Philippines,Android
e95beec3-6ece-4858-a4f6-91fce3f949d8,1982.0,,,United States,Android
5f98792b-361b-452e-9c02-8cf9eab6b137,1999.0,43.0,158.0,Philippines,iOS
81e42641-8729-4a7f-9c81-f96183f22185,2002.0,,,United States,iOS
0f915f85-ddbf-4f09-bd0f-f5e80f8edf9c,,,,Portugal,iOS
56bf9272-3527-47b4-a6f4-e06c6438eb30,1998.0,,,Colombia,Android
7d48b38e-fa4d-4ab9-91f6-f0562f212e8e,1993.0,71.0,164.0,United States,Android
98708b91-6896-4031-8af2-a3cc1c7cfa1a,2002.0,59.0,181.0,United States,Android
f872b3e7-f852-40ce-8673-530f02b466b6,2003.0,,,United States,Android
40b6ec52-c3cc-47b3-bb22-49c4e3c39927,1998.0,,,Singapore,iOS
9b3dde3e-a9a6-4220-b37c-f3aba34fb1bb,1991.0,,,Mexico,Android
5fb45d96-a0ad-41a6-921c-65359a7f5687,1997.0,52.0,158.0,United States,iOS
eaaaed99-c30b-4444-98d7-c94507ce9694,1996.0,66.0,165.0,France,iOS
1f0fef27-cc69-4d64-bb67-055a0da4080e,1990.0,,,United States,Android
401c346f-9132-4bac-a92f-201dcddc901c,1986.0,71.0,175.0,Brazil,Android
16e6e299-4d87-4a45-b9ba-0b39a1247eb6,1982.0,69.0,156.0,United States,Android
aacc497f-b7d9-42f8-8e30-244b45d195bd,1998.0,52.0,154.0,Argentina,iOS
044df118-f34e-41c5-8000-0a1ce4dc88e4,1992.0,52.0,169.0,Mexico,iOS
3b96b556-aca7-4793-a032-7471f26f4bb4,2000.0,57.0,164.0,Brazil,iOS
853ca73a-4a43-4362-bae1-a675d56389d7,1988.0,55.0,177.0,United States,iOS
da66a18a-b8a5-41bf-9370-fb14bdfcc97e,,,,United States,Android
a1d0165b-5a2d-4ec7-9276-ced31b25082d,1977.0,63.0,152.0,United States,iOS
1096de9d-5a87-4cd6-ba07-da04a36a2dd9,1974.0,87.0,151.0,Mexico,iOS
8a92b9fe-7ef0-45a3-8200-e0dd6ca79864,,64.0,152.0,United States,iOS
f381be0d-94c2-496f-b204-23e7e0110166,1999.0,60.0,153.0,Spain,iOS
1067312b-167a-408a-a592-a5c4bd944f9f,1990.0,,,Brazil,Android
7afcd67b-ad76-4bf5-bac4-da6fc7608320,1999.0,,,Algeria,Android
3f764cc7-01e5-452a-9e6e-603627983452,1989.0,86.0,165.0,China,iOS
663e960c-d3d3-42af-b641-8f61b59cea55,1997.0,,,Brazil,iOS
0225c3ff-ba65-46da-a862-ff3b50f821ef,1989.0,,,United States,iOS
0c4037d5-2444-42c7-a295-e9dfb99970f0,,,,United States,Android
59b82e7e-5632-4196-b7da-1fe6b3077016,1989.0,66.0,156.0,United States,Android
422abee9-9a9c-420b-8fa0-8b5524b1da8a,2001.0,,161.0,New Zealand,Android
455d50d0-9006-4d07-b513-1846ac2ba75f,1992.0,,,United Kingdom,Android
beeb7124-3431-4bc3-b206-2111fbb21614,1994.0,,,Brazil,Android
b2a2b1b3-8921-4d53-8865-56c02c805658,1990.0,81.0,158.0,Argentina,iOS
10634e59-2c8d-454b-9ae0-c218a09fb59f,,,,United States,iOS
ca6897c7-f6f6-43d9-a08e-f962ed294ac8,2001.0,51.0,148.0,United States,iOS
c9392d78-68ab-4a7c-a022-5677fc923994,1984.0,62.0,154.0,Brazil,iOS
385e97cf-7223-496f-956c-efa7365f16d0,,,,Indonesia,iOS
709e629c-45a8-48e7-9d8e-d5fd0da69c06,1995.0,67.0,157.0,Singapore,iOS
db44f9d1-fab6-47ff-a1fc-2d251ffb701e,1992.0,,,Algeria,iOS
8c447a21-4b2d-4a0a-a89f-5f171624c488,1999.0,,,Chile,Android
48c40a79-df37-490f-b04a-e12ca3535721,2004.0,67.0,164.0,United States,Android
7332ebad-0471-4e7e-898d-99c565aadd7f,1994.0,,,United States,iOS
59f7d7eb-60e6-4ee4-ab65-eb753aaf3894,1986.0,75.0,173.0,Spain,iOS
26b70287-506e-4b55-8fa9-2d6fa53b3c98,2004.0,59.0,163.0,Brazil,iOS
b4d6a3bb-940c-4976-b2fa-2671230a7471,2001.0,,,United States,Android
c439775c-558b-44a3-a2d6-bb2902fcd9a2,,,,Spain,Android
5f5f97df-fd79-4c65-83ef-c7a845871b5c,1987.0,,,United States,iOS
80dcf513-500a-4c59-9caf-5459f594440e,1987.0,59.0,164.0,Germany,Android
2d181cbb-1195-4f0d-8943-480efdc0dbc5,2003.0,63.0,169.0,United States,iOS
44c7c228-2e83-4f7e-b423-3a36c8bd9aa5,2002.0,52.0,143.0,Mexico,iOS
0f0f9504-812b-443b-928d-fd7bc96d91b8,1992.0,86.0,156.0,United States,iOS
e010c951-8b70-4592-8c14-52cc6c2804d6,1996.0,54.0,170.0,Italy,iOS
a45fc012-38fb-4311-a801-bdc9fc22b6f8,2003.0,,159.0,France,Android
12620864-319a-4275-891e-6ac1e745e47c,2002.0,,,Israel,Android
d82edc0a-3058-44f1-a62c-0bac4bcfbf0c,1999.0,55.0,156.0,Italy,iOS
6e611d51-6a0f-4842-945c-12020a649989,1989.0,66.0,148.0,United States,iOS
c2e2e4b0-2f50-4d92-8ddf-f8f677f8c18b,1999.0,,,United Kingdom,iOS
659e480b-7e17-4d66-a5ad-d356acd10e1b,1995.0,70.0,166.0,Canada,iOS
4aec1911-4d22-4b24-b52e-a2562c5767b3,1974.0,43.0,158.0,Brazil,Android
485520c6-14e6-4aae-9e75-632a62ab85a5,1999.0,,,Colombia,iOS
9d875b22-5f19-4416-b3fd-a6672020f171,1997.0,82.0,166.0,United States,Android
3bf25132-aac9-48f8-913e-76f9b38b817e,2002.0,38.0,171.0,United States,iOS
5f8c9e72-57dc-403e-a15e-9fd76292124e,1995.0,,,United Kingdom,iOS
0a349028-2cfa-4fed-bf16-89e26e966ee3,1999.0,70.0,166.0,United Arab Emirates,iOS
c27c8534-2d21-42ce-b685-28b0185a8c16,2003.0,52.0,157.0,Ukraine,iOS
1b6fe43b-ca4d-406e-994f-c3396c05d147,1997.0,46.0,155.0,Belgium,Android
c5b15df7-16e0-478e-bc24-b6cf94e13cb8,1991.0,74.0,163.0,United States,iOS
ded9588d-4d3d-4a56-b9ae-e242fb978e63,2003.0,,,Mexico,iOS
53e952d3-703a-4f96-96c3-7738887cf845,,,,Mexico,iOS
53a9bc93-a219-48db-8195-9807fcc9f013,,,,Canada,iOS
61bc53fb-69a7-4b83-9ffd-64170aa07e5c,1999.0,,170.0,Canada,iOS
1b417c6d-3080-48be-8e3f-cd39c5eb4ba3,1987.0,56.0,179.0,China,Android
9b10ca1e-9b1f-4035-b591-9529c9eb5dbf,2000.0,63.0,168.0,Germany,iOS
18a688f0-9242-4662-8d3c-0759b5cad1f2,1995.0,52.0,162.0,United States,iOS
e958f4e0-b370-41b5-b8fd-346440ddcdd4,1974.0,57.0,163.0,Mexico,iOS
78a2d57f-21dd-4d25-9ff3-a5985c779868,1997.0,,,Spain,Android
5496b306-ca87-4c53-aa5f-2597f7ef5cd4,1993.0,69.0,174.0,United States,Android
7b150bf8-1191-4960-85a9-6ed17e076930,1997.0,,,United States,Android
4a73b47b-8efd-4dc0-9843-b6b5e9ae62c3,2001.0,71.0,168.0,France,Android
21115c78-a153-4000-8a22-11bc1c95626b,1977.0,,,Argentina,iOS
f176c815-a91c-480f-a61a-06ef0d46adf9,1991.0,94.0,167.0,United States,Android
cb167419-8753-482d-9580-85b47ef84022,1993.0,92.0,172.0,India,iOS
1459b635-50a0-4b0e-9747-48c8b88b925d,1998.0,,,Belgium,iOS
bc0c1ced-afcb-4584-afa0-1bd93e8d7f84,2001.0,,,Ireland,iOS
aa3a4566-0e11-4f7c-82fd-d4c4c7a1b75a,1966.0,77.0,167.0,United States,iOS
160caa7d-ac60-4665-a03d-4ac6284ec9fd,1974.0,75.0,159.0,Brazil,Android
bb267a34-435c-4ee1-807f-554d2b250681,1992.0,,,France,iOS
10dfea0d-4a4f-4691-bc75-8a6b6c2db096,2004.0,49.0,165.0,Brazil,iOS
462c8ab2-3041-4ed3-8c9f-e7d9f0a28f62,2002.0,,,Russian Federation,Android
93dd9d1d-22bd-4d4c-bd13-c2191987cf1d,2000.0,63.0,163.0,Mexico,iOS
203a01b9-92e9-4b8b-8f56-b8ceef6a1430,2002.0,,150.0,Mexico,iOS
96f03f87-2c16-4341-85a8-faf30cadf295,1993.0,,,Canada,Android
8f83da3d-f851-4024-a93f-1c1920dea712,1997.0,107.0,173.0,United States,iOS
17eda902-f7c3-451a-b433-fe6df1551396,1987.0,60.0,160.0,United States,iOS
6556e73a-c1d2-47d2-aa00-47582705482b,1995.0,,,Peru,Android
31030bf0-4d2c-439c-b6fb-dc608cf2961b,2001.0,68.0,170.0,Portugal,iOS
5d414fac-415c-40ef-a81f-d431192549b1,,,,United States,Android
9ca93491-31d5-4f55-89e6-0a12ac302ff0,1969.0,,,United States,iOS
b27ebc29-2cc2-4872-9509-5209f0bd3ffe,2001.0,45.0,156.0,United States,iOS
c856d6a0-b0a4-4d22-a7f7-39fe5468e223,1999.0,36.0,179.0,Philippines,iOS
d4bc82b4-c6c8-4965-8eaa-6359880ada74,1999.0,,,Australia,iOS
2452a125-e4e8-4700-85a8-c37220c85136,1989.0,,,Russia,iOS
fe3d5566-b686-41d5-b053-fa41339de30a,,,,Mexico,Android
69828692-00cb-43cb-b81f-9c9b9f917461,1985.0,,,India,Android
4cb0b63d-0d88-49eb-93b7-d5f8c6c9f03f,,,,Cameroon,Android
d44d9941-ae75-4ee8-94a0-aa29c65c76e1,,,,United States,Android
913d7c63-6590-454c-a46e-c7db5a64f2ac,2000.0,50.0,151.0,United States,Android
8c235625-0eb9-4b8c-90a7-53ccd4114154,1995.0,75.0,160.0,Colombia,iOS
4d65a6c5-6bdc-4929-aad2-120ab5a6c6c0,1997.0,54.0,166.0,Mexico,iOS
db01a4e4-3afe-4f0b-8aef-919390d64fdf,,,,Mexico,Android
234c4f81-940c-4162-91c8-709f15e1af59,1987.0,44.0,163.0,United States,iOS
9e63fc23-8f34-4eca-9da6-30b427809279,1987.0,98.0,159.0,Mexico,Android
0ee6dbbf-d830-482a-bd51-bc05d6301bff,1984.0,47.0,174.0,Germany,Android
cb155eac-75d7-42b1-add7-a15f315dddb7,2004.0,,,Portugal,iOS
f25630d9-4a29-4cd4-a89a-55b5c322741a,2002.0,68.0,164.0,United States,iOS
e180ddde-533f-4cc5-bd1f-e4b865fff361,1998.0,36.0,164.0,United States,iOS
d9cf4bbc-43a4-459f-b36c-d1648e504452,1994.0,60.0,158.0,Uruguay,iOS
64590fbd-ec52-4049-9ff1-24832fea3bf6,,,,United States,Android
8ffe6483-9c79-42eb-bb6e-c7db688304c5,,,,United States,iOS
d1164b04-8b54-440e-9bce-2105ebe215c8,2002.0,93.0,171.0,United States,iOS
3c7e540c-d58c-4336-9812-1840c32d7bb1,1993.0,57.0,170.0,United States,iOS
e94cfc1a-f6ec-4d38-be67-1451503b5300,2000.0,,,United States,iOS
50385194-aeeb-47a7-9507-929e06a7c9e6,2001.0,57.0,162.0,Russian Federation,Android
e4265072-9b3a-49b1-8deb-9367f2e82cae,2003.0,47.0,169.0,United States,Android
cdabaccd-25ed-43b3-a6b3-c77bbeaa8c68,1978.0,,155.0,Mexico,iOS
f41569c3-bbac-4747-a364-2dabb9cba3e2,,,,United States,Android
a70fa42c-b193-4730-b823-db1c53a9eb00,1995.0,48.0,164.0,United Kingdom,iOS
dbc9ec26-4b3b-4db8-bbf9-1f350f6f964a,1996.0,64.0,166.0,Brazil,iOS
d5797c44-12d4-42ae-9a55-bc285bd5070a,1991.0,68.0,170.0,Sweden,Android
d5d1cab0-42ba-493c-afc0-21000c395b2d,1993.0,,,Brazil,iOS
a9329976-3a6c-4a61-8fc8-c92e980423b1,2004.0,61.0,162.0,United States,iOS
629e2f39-609e-41ea-b952-f825d06e104c,2003.0,50.0,157.0,United States,iOS
2957abdc-6a65-4972-9475-409454704683,1989.0,,,Italy,Android
c319398a-10a8-481a-87a6-cd38bb6e9f50,,,,Brazil,Android
c7f3ab89-d5dd-4bd7-816e-d0dd25a17393,1998.0,88.0,148.0,United States,iOS
b704babe-4ccd-470f-9597-49b6dc6d7197,1997.0,,,France,iOS
b8aab8e5-ee30-4289-9c6c-58e9999a5e2e,1998.0,67.0,160.0,United States,iOS
dbf69d5a-625a-45b4-8ac4-64d0efd76c25,1990.0,69.0,179.0,United States,iOS
0ffdcfd8-3884-44cd-9f9a-570d2397a823,1996.0,57.0,176.0,United Kingdom,iOS
2b2eb62f-5ea8-44d0-8570-fb4132238781,1995.0,49.0,,United Kingdom,Android
2f03f9b0-053a-4b6f-8f0f-ef33791ed693,1997.0,,,France,iOS
e7777d83-ab18-4f48-8aa4-9cba33a47535,1989.0,58.0,158.0,United States,iOS
200e22c8-cdd8-4f6d-ba13-71e90567d4a4,2004.0,,,United Kingdom,iOS
1e122545-eb85-48e6-abdb-0abafa620ee9,1986.0,,,United States,iOS
c2d99dcf-bb74-4a9e-888e-b8a8586d587f,,55.0,164.0,France,iOS
9e193485-88c9-47e8-9920-c371636ab726,2004.0,84.0,170.0,Germany,iOS
490f2c78-e5da-4b19-bc1a-57f78038fc69,,,,Thailand,iOS
a6cacc2c-a28c-4285-8e80-724af3b9ea86,1985.0,53.0,161.0,Russian Federation,iOS
ec9bf147-203d-432a-89f8-77bf6b376186,,,,United States,Android
4d686746-e7d7-466f-8408-842e5856cf63,1998.0,71.0,145.0,United Kingdom,iOS
5eaf529c-b169-4934-a101-28dd41336a8b,1987.0,57.0,164.0,United States,iOS
edcc6006-8257-464e-90b6-77a410767ba6,2000.0,,,Mexico,Android
34410b95-53a7-4f95-98d5-01f3e6cfbfa4,1996.0,104.0,163.0,Paraguay,iOS
a8109d8b-6b96-40fe-9e5a-35c23f20e207,1981.0,86.0,174.0,Canada,Android
9421a934-1ceb-4bac-81c6-4b115133b852,,,,Italy,Android
146d748c-3d78-499e-858c-166bb75cca23,1997.0,73.0,148.0,United States,iOS
9fcdd3f6-7385-4a86-a152-013d5d8e35c7,1988.0,,,Mexico,Android
0b1eb04b-b61e-4fe2-ba8a-cbfde68be95c,,,,United States,Android
8a3e4fb2-fce8-4653-b74d-c9b5923e377a,1999.0,65.0,169.0,Mexico,Android
e0c0cf18-ee87-4314-ac01-3ca982519f5b,1983.0,60.0,154.0,New Zealand,iOS
c284caba-49d9-454c-91d1-354721e75a60,1996.0,55.0,171.0,United Kingdom,iOS
02385646-4112-4ca6-9d12-c9ae94713527,2001.0,,,United Kingdom,iOS
1031be39-74ab-46ac-a86b-bdb366a5df1b,1991.0,64.0,157.0,United States,iOS
5eb8cacc-0eae-43f1-97e1-206d6205927e,2002.0,49.0,167.0,Malaysia,iOS
5e13d15a-11ef-4164-b71e-9e2aa7906f65,1992.0,56.0,156.0,Taiwan,iOS
94722ac6-deb5-46bf-9816-d02a783508f9,1999.0,70.0,172.0,United States,iOS
b6b17361-b759-4395-9347-3a5f404426de,2003.0,,,Sweden,Android
9443e15b-9ed7-42f1-8297-abb3d85683e5,,,172.0,Sweden,iOS
ddb119ae-014c-437b-83bb-3a1fe2c7b9e9,1998.0,67.0,151.0,United Kingdom,iOS
56758f48-f73d-4d19-ad8e-30d96d66d0d0,1994.0,50.0,170.0,Canada,iOS
11098828-1aa7-4ae7-83fa-16d093761349,1999.0,79.0,174.0,United States,Android
e2cfc542-c15d-4231-90cb-8b95c6e4b647,2002.0,,,Colombia,iOS
fd738d74-6980-49ef-a309-7708f0ef3ea2,1989.0,68.0,157.0,United States,iOS
815cb076-abf4-4298-9f46-315c9c5ec3ea,1994.0,80.0,166.0,Brazil,iOS
2d9d5b37-b30e-4979-a389-e520fa85d1cb,,,,United States,Android
8b656093-4667-4e89-9dcb-ff0bcd646d18,2001.0,62.0,169.0,Spain,Android
d88e0328-a726-4924-9a7d-b1ac508d92bd,1993.0,48.0,161.0,United States,iOS
71bd1789-a5ce-4352-b638-f5a62464bf51,1987.0,,,France,iOS
4ea15163-a283-4192-939c-bd7de262f89f,1997.0,60.0,160.0,Italy,iOS
2fec9e3f-6d05-4068-986f-c44d92407c09,,,,Chile,iOS
50843891-7d0b-483c-bf5c-91d585fa823c,2000.0,95.0,166.0,United States,iOS
25ca3f34-a30f-4b0c-8f3f-d4b2fe97196c,2000.0,,,United Kingdom,iOS
65e30975-7df2-424e-86ee-e41ad0ae180e,2000.0,,,United States,iOS
f0f3f697-de5a-4abe-abfe-2699acbf0394,1991.0,90.0,167.0,France,iOS
edd89da0-9862-4abf-9c47-54d30bd691b5,2003.0,,,Germany,iOS
b7495db2-d49e-4509-b06d-f0499cd16a16,1991.0,47.0,156.0,United States,Android
d48daf24-1434-4004-a9fe-8efcccb59999,,,,Sweden,iOS
c533b7dd-7f38-434f-b8bd-fad985e1edae,2004.0,75.0,154.0,Canada,iOS
2aff3b91-ee41-45ea-b9a3-4470f6afbfe3,1987.0,,,United States,iOS
9e853977-8a9d-431f-ac5a-148795ccb008,1991.0,50.0,160.0,Mexico,Android
c5cb2196-8e8d-42b6-81a7-dec112e66702,1977.0,,,Japan,iOS
9549c2b8-f3ab-4350-ab12-9ac13bb432c1,1981.0,,,Japan,iOS
1c0f5f16-1fff-4dee-a0e6-05b8234ab52f,1992.0,79.0,151.0,United States,Android
b6fdf5eb-aadc-4950-a805-80bb18e4660b,2001.0,,,United States,Android
2da27dfd-e066-40de-8609-70871780da0f,1978.0,44.0,162.0,Singapore,iOS
1dd779ca-783f-451c-afbe-c8358f295d8d,1965.0,,,United States,iOS
808b0d5f-614f-42e8-bb82-992a4c19f0ce,2002.0,103.0,176.0,United States,iOS
716c8d3a-d551-4b49-a77e-360ca5f3379a,1993.0,70.0,152.0,United Kingdom,iOS
60046d17-f130-46ed-8da6-7ee22e779bce,1973.0,61.0,164.0,Mexico,Android
4ce2065b-7ee3-4781-a110-257d176e5aeb,2000.0,78.0,175.0,France,Android
6c4517eb-fd91-471b-9e1b-7347423402ca,1999.0,58.0,156.0,Mexico,iOS
2531c1df-0bdc-4c82-826e-d1970af89b7e,2002.0,41.0,161.0,Germany,iOS
db28f14f-f453-4d27-ae70-9f381554e874,2000.0,,,India,iOS
23bf0938-99b2-4ebb-a2c1-7a80af182df3,2003.0,,,Spain,iOS
77941774-c9ca-436f-9a8f-885d007c44b9,1982.0,68.0,179.0,United States,iOS
fd7af3b2-ef9a-41b5-a648-a4d8eaa472f1,1992.0,,,Russian Federation,iOS
482447db-b8c6-4408-9159-28feac621151,,,,United Kingdom,iOS
6dc2fc80-16df-42a8-aa99-1be9a5545c45,,,,United States,iOS
153603b8-0547-45fa-b278-308f347cd5e8,2000.0,62.0,165.0,United States,iOS
937db766-99d2-46b9-be73-e04f84c6cac1,2002.0,57.0,166.0,United States,iOS
548e90ac-c581-4500-aa91-5ea4e0454cf7,2002.0,,,Mexico,Android
84462fd7-e575-4191-b8d5-35605301da43,2002.0,,,Mexico,iOS
fbdd6bc3-1547-44a6-a556-5f0f52fae0b7,1996.0,58.0,161.0,Peru,Android
5d05bcc4-f445-46b2-89d0-dda33125bea3,1994.0,53.0,164.0,Sweden,iOS
14fc9872-396a-47a7-abeb-d403ec760bf8,1999.0,55.0,152.0,Mexico,iOS
aa40074b-c0be-47c3-a4b7-486080f1a647,1989.0,77.0,156.0,United States,iOS
21954c69-5442-4eac-a11c-bc76c21f622a,1997.0,,,Mexico,iOS
c7143aee-8426-4163-ac36-ea63132c9c81,1989.0,48.0,148.0,Mexico,iOS
4997a687-abcc-4a54-813a-4ab3d7f9eb4d,2000.0,,,Argentina,iOS
baf0dbbf-a0ba-40d8-82f5-942879e7f008,1984.0,61.0,165.0,Canada,Android
273fbb37-2d7c-4ead-b446-36bbbff8efe1,,,,United States,iOS
23c52251-75a9-4772-a49f-479f02dfb670,1996.0,,,Germany,Android
dba827a5-0c87-4578-ab05-f06d9271bbf4,2000.0,55.0,160.0,Mexico,iOS
73838a13-6521-4e52-8b48-20f4b3cc54b9,,,,Brazil,iOS
802965c1-ecc4-418e-aff2-f2f95080c87e,2002.0,,148.0,United States,iOS
6cb57d07-8cf6-4968-81c7-704d351e6255,1996.0,64.0,163.0,United States,iOS
6e7b29fc-c167-40d7-addf-95993085ca5e,2003.0,,,United States,Android
1780716e-9c65-4fac-a4d4-efeeccea45e3,1998.0,39.0,180.0,Russian Federation,iOS
b0d29aeb-4ecb-4bc7-b5e9-e716094378d3,1999.0,57.0,174.0,United States,iOS
f904f873-1a6e-4413-8f6d-ac772e5165d9,1999.0,,,United States,iOS
531b66dc-1218-41af-a8a7-3a33eb402232,1988.0,74.0,175.0,France,iOS
0540e4dd-c4fb-4f1a-bc88-3fdd978ad3f9,1997.0,62.0,157.0,United States,Android
bd420342-a35a-4bd0-9f98-9160aca55775,,,,Russian Federation,iOS
b03a52f3-b0d3-4e26-ba55-6add6980e814,1991.0,,,Guatemala,iOS
ec2a526a-022e-457c-9d30-cba1391afcde,1995.0,,160.0,United States,iOS
79cc06ce-3531-40c9-a4ed-b48fa959d8c6,1981.0,,,Mexico,iOS
f5f1ccdd-63e6-4f0f-ba49-1f643c83cf9d,1986.0,56.0,165.0,New Zealand,iOS
9a5c08e9-4b92-4cab-b5a4-7c13547d4ce5,2001.0,47.0,166.0,United States,iOS
4cee287f-56ca-4546-aba4-b1b9ea1560ae,2000.0,,145.0,Canada,Android
fd5184e5-6b60-4cf7-9ff7-8b08e223e565,1996.0,59.0,170.0,Canada,iOS
5d51ca3a-47ee-4c4a-9b48-a2fc06f58cbb,1992.0,36.0,162.0,China,Android
ab1f6d1e-5dd7-4e49-a27c-e6352a41872f,1987.0,77.0,162.0,Brazil,Android
509a2838-c5bf-4836-a3fd-3261b3fd075f,2003.0,43.0,160.0,Canada,iOS
10a1fa62-806a-4d10-8afa-cd24259ed56c,1994.0,,,France,Android
5300f790-8f78-462c-aea5-4cbadee9d38b,1980.0,,,Turkey,iOS
2b4c7ac2-7522-457b-b23e-dcd2bada30bb,2000.0,61.0,162.0,United Kingdom,iOS
6b818371-7df9-487a-b9ea-1d722645cb3e,1994.0,74.0,177.0,Canada,iOS
12e259e6-b2bb-4701-b3c0-a3f7a8a9e8dc,1990.0,69.0,170.0,United Kingdom,iOS
00260610-524e-4107-9e8d-0e1177739acc,2002.0,77.0,176.0,United States,iOS
d2449edf-2cb4-4194-aae9-e496ce4028a6,1996.0,,,Spain,iOS
35e3286b-145c-471d-80bf-f7eae84ed70a,1994.0,99.0,162.0,United States,iOS
bfeed3d7-b5c7-4507-bfd2-fd65561be6dd,1999.0,62.0,157.0,United States,iOS
387a1392-a140-4cfc-9dd5-1ab55e1bce64,,,,United States,Android
1b8fde6f-408d-4f86-b692-5d2a978f9703,1990.0,67.0,174.0,United States,Android
caf2acfe-5fb0-4f6b-ac8a-d0e88eaa6948,2001.0,52.0,162.0,United States,iOS
9cef7cfc-98ba-4321-b2be-ffeaefc58178,,,,United States,iOS
8394ef62-6c3b-43f1-864c-0b6e86ac7882,2002.0,,159.0,Chile,Android
6f9c45f5-5042-4fe3-84ca-e38baa75a7c6,1999.0,67.0,171.0,United States,Android
